id	local_path	size_bytes	sha256	url	license
libreoffice-autofilternamedrange	xlsx/libreoffice/libreoffice-autofilternamedrange.xlsx	9685	8f7a17a5dfbd6cbf6b1045288d5fcfead31e84ca74329bd7e7cd6e74b4db6e44	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/autofilternamedrange.xlsx	MPL-2.0
libreoffice-autofiltershowbutton	xlsx/libreoffice/libreoffice-autofiltershowbutton.xlsx	8367	98a94083b29c8b3d03c3eead5709b64532df60c2a18b164f7431c8f165f75859	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/autofilterShowButton.xlsx	MPL-2.0
libreoffice-autofit	docx/libreoffice/libreoffice-autofit.docx	13763	56d947513c1dcd6338c3721eceee4fd28a5eb2041e294d0074476ed67bb8123d	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/autofit.docx	MPL-2.0
libreoffice-basic	xlsx/libreoffice/libreoffice-basic.xlsx	8984	7ec5305479c3ef38868406985f97f9220054ac847892d36f40511f2ceca12105	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/shared-formula/basic.xlsx	MPL-2.0
libreoffice-behinddoc	docx/libreoffice/libreoffice-behinddoc.docx	17341	55676a546780ea1ac869f650db618b6d34402eea41b33a70952a92ebfc2cb2e5	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/behinddoc.docx	MPL-2.0
libreoffice-bnc480256	pptx/libreoffice/libreoffice-bnc480256.pptx	35990	b3c573b0fb80f417df049826357e18078863389a1d320711c23a2b251c59941c	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bnc480256.pptx	MPL-2.0
libreoffice-bnc480256-2	pptx/libreoffice/libreoffice-bnc480256-2.pptx	23387	fc542f44aa399df6f577464ab99b0813df298042da1147eb9edd8f55f0bf18ad	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bnc480256-2.pptx	MPL-2.0
libreoffice-bnc584721-1-2	pptx/libreoffice/libreoffice-bnc584721-1-2.pptx	15008	019d6625568bc3a5f46805b61d39b2cfb0f7335abd3d7cc637913f21ec4f4bac	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bnc584721_1_2.pptx	MPL-2.0
libreoffice-bnc762542	xlsx/libreoffice/libreoffice-bnc762542.xlsx	12106	89afbf1b494588041e6b860fd997950fae3425ae6b75c65ff77c441e141b91cc	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/bnc762542.xlsx	MPL-2.0
libreoffice-bnc780044-spacing	docx/libreoffice/libreoffice-bnc780044-spacing.docx	7437	e0936c44ac0bd283279cfe3c61f022acf26835afd8347e2a3ce1db54f22b38eb	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/bnc780044_spacing.docx	MPL-2.0
libreoffice-bnc837302	docx/libreoffice/libreoffice-bnc837302.docx	13904	2b6017c3a1fae75825f14e810fa14b4234e0b6d3d7eff800c38d78454075d612	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/bnc837302.docx	MPL-2.0
libreoffice-book1-custom	xlsx/libreoffice/libreoffice-book1-custom.xlsx	9885	04fab5c43604fc59a084c240960bc16b35b23357ced56047944559ab44273747	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/Book1_custom.xlsx	MPL-2.0
libreoffice-btlr-frame-vml	docx/libreoffice/libreoffice-btlr-frame-vml.docx	22765	520b5689a4f7e8958ec338f486ff74e61c88d8bc5ec71d9a60b9a54ce2c3d82b	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlimport/data/btlr-frame-vml.docx	MPL-2.0
libreoffice-btlr-textbox	docx/libreoffice/libreoffice-btlr-textbox.docx	15965	7403d7eceda7e0c12b04d02a08d964268427746a6ad65893625ddfde0756e61e	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/btlr-textbox.docx	MPL-2.0
libreoffice-bug-fixes	xlsx/libreoffice/libreoffice-bug-fixes.xlsx	5795	b6f47da53efa98e56fcb2ca76a2c246cff2dcbafe245672ffa7cbab95a169068	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/bug-fixes.xlsx	MPL-2.0
libreoffice-built-in-ranges	xlsx/libreoffice/libreoffice-built-in-ranges.xlsx	10164	834c9aa7227219e48dcc2b166748464af04c99a909a77528195df6f72c137462	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/built-in_ranges.xlsx	MPL-2.0
libreoffice-bullet-indent	pptx/libreoffice/libreoffice-bullet-indent.pptx	12021	2994a749b65c1cf11f2be25e0d96bf6f3480eb9d531c47874163aad191fc877e	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bullet-indent.pptx	MPL-2.0
libreoffice-bulletcolor	pptx/libreoffice/libreoffice-bulletcolor.pptx	32946	ac42545d99e66ede38e26298b8b73413aa0a7ec355b54b39cfd3f403619f2a16	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bulletColor.pptx	MPL-2.0
libreoffice-bulletmarginandindent	pptx/libreoffice/libreoffice-bulletmarginandindent.pptx	32905	374020f3846d2479d5c46cca03f0b25332b3c3b78224e446a2b631ad8eb33cd0	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sd/qa/unit/data/pptx/bulletMarginAndIndent.pptx	MPL-2.0
libreoffice-button-form-control	xlsx/libreoffice/libreoffice-button-form-control.xlsx	11190	624321843560b792805592d604e7a645040f19f0ae1f661fec024b9aeec9613f	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/button-form-control.xlsx	MPL-2.0
libreoffice-calcfields	xlsx/libreoffice/libreoffice-calcfields.xlsx	11499	b4a6a898afffb697b51971fba15b86ffbd70d63d2b23869294f67133ad2ecb25	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/pivot-table/calcfields.xlsx	MPL-2.0
libreoffice-calcthemetest	xlsx/libreoffice/libreoffice-calcthemetest.xlsx	8925	646fb7b7b0f437b8a999ca096e9a4b2ac636ed27ab1c33b571e2679d298a6d4c	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sc/qa/unit/data/xlsx/CalcThemeTest.xlsx	MPL-2.0
libreoffice-calendar1	docx/libreoffice/libreoffice-calendar1.docx	14148	d6cbfd2a42927843decedc9534731120fb63ed28799413aecfac38269258898c	https://raw.githubusercontent.com/LibreOffice/core/dd2838cc25c38327617bb9d3b2d9b9c72b893828/sw/qa/extras/ooxmlexport/data/calendar1.docx	MPL-2.0
